step,token_id,token_text,wall_us,n_kv_cells,rss_kb,log_prob,nll,evicted_this_step
899,21160," waters",156881696,10636,535464,-0.000032,0.000032,0
900,323," and",156908429,10637,535464,-0.000295,0.000295,0
901,1053," would",156934761,10638,535464,-0.000762,0.000762,0
902,617," have",156961045,10639,535464,-0.000056,0.000056,0
903,1027," been",156987308,10640,535464,-0.000018,0.000018,0
904,279," the",157013431,10641,535464,-0.000008,0.000008,0
905,7928," largest",157039716,10642,535464,-0.000022,0.000022,0
906,26155," fleet",157065764,10643,535464,-0.000045,0.000045,0
907,3596," ever",157092086,10644,535432,-0.000037,0.000037,0
908,5918," built",157119343,10645,535464,-0.000252,0.000252,0
909,520," at",157146583,10646,535464,-0.000020,0.000020,0
910,430," that",157173398,10647,535464,-0.000025,0.000025,0
911,892," time",157205390,10648,535464,-0.000003,0.000003,0
912,13,".",157232695,10649,535464,-0.068059,0.068059,0
913,578," The",157259670,10650,535464,-0.006303,0.006303,0
914,2955," design",157286868,10651,535464,-0.007092,0.007092,0
915,315," of",157313845,10652,535464,-0.000804,0.000804,0
916,279," the",157344654,10653,535464,-0.000008,0.000008,0
917,25572," battles",157371131,10654,535464,-0.000270,0.000270,0
918,34322,"hips",157399801,10655,535464,-0.002424,0.002424,0
919,574," was",157426579,10656,535464,-0.000303,0.000303,0
920,28160," influenced",157453737,10657,535464,-0.000691,0.000691,0
921,555," by",157481115,10658,535464,-0.000015,0.000015,0
922,279," the",157508027,10659,535464,-0.000034,0.000034,0
923,11002," Japanese",157539377,10660,535464,-0.000118,0.000118,0
924,19574," Navy",157567533,10661,535464,-0.000127,0.000127,0
925,596,"'s",157598072,10662,535464,-0.000082,0.000082,0
926,12876," desire",157629161,10663,535464,-0.000037,0.000037,0
927,311," to",157659558,10664,535464,-0.000024,0.000024,0
928,10519," maintain",157692081,10665,535464,-0.000071,0.000071,0
929,264," a",157720302,10666,535464,-0.000016,0.000016,0
930,26155," fleet",157748240,10667,535464,-0.000019,0.000019,0
931,449," with",157777273,10668,535464,-0.000029,0.000029,0
932,520," at",157814161,10669,535464,-0.000139,0.000139,0
933,3325," least",157843488,10670,535464,-0.000010,0.000010,0
934,220," ",157871407,10671,535464,-0.000002,0.000002,0
935,2031,"70",157904909,10672,535464,-0.000086,0.000086,0
936,1034," %",157931723,10673,535464,-0.001358,0.001358,0
937,439," as",157960382,10674,535464,-0.000004,0.000004,0
938,1690," many",157990178,10675,535464,-0.000015,0.000015,0
939,6864," capital",158029913,10676,535444,-0.000007,0.000007,0
940,18198," ships",158057774,10677,535444,-0.000158,0.000158,0
941,439," as",158084727,10678,535444,-0.000008,0.000008,0
942,279," the",158111557,10679,535444,-0.000003,0.000003,0
943,2326," US",158139384,10680,535444,-0.000012,0.000012,0
944,19574," Navy",158170893,10681,535444,-0.000173,0.000173,0
945,13,".",158205462,10682,535444,-0.009334,0.009334,0
946,578," The",158233102,10683,535444,-0.000622,0.000622,0
947,358," I",158262011,10684,535444,-0.001857,0.001857,0
948,41,"J",158293965,10685,535444,-0.000124,0.000124,0
949,45,"N",158322083,10686,535444,-0.000402,0.000402,0
950,364," '",158349671,10687,535464,-0.000377,0.000377,0
951,82,"s",158377261,10688,535464,-0.000006,0.000006,0
952,26155," fleet",158410580,10689,535464,-0.000080,0.000080,0
953,574," was",158439070,10690,535464,-0.000221,0.000221,0
954,6319," designed",158470271,10691,535436,-0.000059,0.000059,0
955,311," to",158498281,10692,535436,-0.000027,0.000027,0
956,387," be",158526231,10693,535436,-0.000011,0.000011,0
957,13171," capable",158561096,10694,535436,-0.000459,0.000459,0
958,315," of",158593822,10695,535436,-0.000010,0.000010,0
959,11039," fighting",158622022,10696,535436,-0.000016,0.000016,0
960,264," a",158649176,10697,535436,-0.000073,0.000073,0
961,1403," two",158675918,10698,535436,-0.000025,0.000025,0
962,12,"-",158702247,10699,535436,-0.000018,0.000018,0
963,5383,"ship",158728508,10700,535436,-0.005172,0.005172,0
964,8209," battle",158754631,10701,535436,-0.000162,0.000162,0
965,304," in",158780854,10702,535436,-0.000009,0.000009,0
966,11002," Japanese",158807402,10703,535436,-0.000059,0.000059,0
967,21160," waters",158833688,10704,535436,-0.000053,0.000053,0
968,323," and",158859803,10705,535436,-0.000047,0.000047,0
969,1053," would",158886055,10706,535436,-0.000323,0.000323,0
970,617," have",158913197,10707,535436,-0.000076,0.000076,0
971,1027," been",158940494,10708,535436,-0.000012,0.000012,0
972,279," the",158968253,10709,535436,-0.000010,0.000010,0
973,7928," largest",158994900,10710,535436,-0.000029,0.000029,0
974,26155," fleet",159034074,10711,535436,-0.000040,0.000040,0
975,3596," ever",159070102,10712,535436,-0.000074,0.000074,0
976,5918," built",159102161,10713,535436,-0.000272,0.000272,0
977,520," at",159129863,10714,535436,-0.000022,0.000022,0
978,430," that",159159799,10715,535436,-0.000027,0.000027,0
979,892," time",159187255,10716,535316,-0.000004,0.000004,0
980,13,".",159213946,10717,535436,-0.020691,0.020691,0
981,578," The",159241257,10718,535436,-0.000824,0.000824,0
982,2955," design",159268447,10719,535436,-0.000618,0.000618,0
983,315," of",159295892,10720,535436,-0.000141,0.000141,0
984,279," the",159322647,10721,535436,-0.000013,0.000013,0
985,25572," battles",159349782,10722,535436,-0.000293,0.000293,0
986,34322,"hips",159376322,10723,535436,-0.002043,0.002043,0
987,574," was",159404119,10724,535364,-0.000321,0.000321,0
988,28160," influenced",159433586,10725,535436,-0.000114,0.000114,0
989,555," by",159461392,10726,535436,-0.000024,0.000024,0
990,279," the",159488885,10727,535436,-0.000016,0.000016,0
991,11002," Japanese",159518133,10728,535380,-0.000081,0.000081,0
992,19574," Navy",159545615,10729,535380,-0.000142,0.000142,0
993,596,"'s",159573458,10730,535360,-0.000245,0.000245,0
994,12876," desire",159600983,10731,535360,-0.000098,0.000098,0
995,311," to",159627610,10732,535360,-0.000055,0.000055,0
996,10519," maintain",159653876,10733,535360,-0.000139,0.000139,0
997,264," a",159680992,10734,535360,-0.000036,0.000036,0
998,26155," fleet",159706976,10735,535360,-0.000024,0.000024,0
999,449," with",159733287,10736,535360,-0.000058,0.000058,0
1000,520," at",159760107,10737,535360,-0.000110,0.000110,0
1001,3325," least",159786375,10738,535360,-0.000014,0.000014,0
1002,220," ",159813431,10739,535360,-0.000004,0.000004,0
1003,2031,"70",159840219,10740,535360,-0.000107,0.000107,0
1004,1034," %",159870221,10741,535360,-0.002281,0.002281,0
1005,439," as",159897970,10742,535360,-0.000019,0.000019,0
1006,1690," many",159930291,10743,535380,-0.000032,0.000032,0
1007,6864," capital",159958344,10744,535344,-0.000012,0.000012,0
1008,18198," ships",159993271,10745,535344,-0.000219,0.000219,0
1009,439," as",160021834,10746,535400,-0.000019,0.000019,0
1010,279," the",160056743,10747,535400,-0.000005,0.000005,0
1011,2326," US",160085650,10748,535380,-0.000019,0.000019,0
1012,19574," Navy",160112379,10749,535380,-0.000261,0.000261,0
1013,13,".",160140726,10750,535380,-0.008766,0.008766,0
1014,578," The",160167995,10751,535380,-0.000455,0.000455,0
1015,358," I",160197169,10752,535380,-0.003328,0.003328,0
1016,41,"J",160224131,10753,535380,-0.000209,0.000209,0
1017,45,"N",160250722,10754,535380,-0.000751,0.000751,0
1018,364," '",160277328,10755,535380,-0.000474,0.000474,0
1019,82,"s",160303895,10756,535380,-0.000007,0.000007,0
1020,26155," fleet",160332064,10757,535380,-0.000131,0.000131,0
1021,574," was",160358971,10758,535380,-0.000274,0.000274,0
1022,6319," designed",160387722,10759,535380,-0.000102,0.000102,0
1023,311," to",160414060,10760,535380,-0.000060,0.000060,0
1024,387," be",160442283,10761,535380,-0.000017,0.000017,0
1025,13171," capable",160472833,10762,535380,-0.000596,0.000596,0
1026,315," of",160499841,10763,535380,-0.000028,0.000028,0
1027,11039," fighting",160527211,10764,535380,-0.000020,0.000020,0
1028,264," a",160554046,10765,535380,-0.000109,0.000109,0
1029,1403," two",160580628,10766,535380,-0.000026,0.000026,0
1030,12,"-",160607277,10767,535380,-0.000018,0.000018,0
1031,5383,"ship",160633405,10768,535380,-0.004442,0.004442,0
1032,8209," battle",160659572,10769,535380,-0.000145,0.000145,0
1033,304," in",160685796,10770,535380,-0.000016,0.000016,0
1034,11002," Japanese",160712334,10771,535380,-0.000061,0.000061,0
1035,21160," waters",160741317,10772,535380,-0.000086,0.000086,0
1036,323," and",160774361,10773,535380,-0.000055,0.000055,0
1037,1053," would",160805507,10774,535400,-0.000340,0.000340,0
1038,617," have",160833610,10775,535400,-0.000089,0.000089,0
1039,1027," been",160861638,10776,535368,-0.000017,0.000017,0
1040,279," the",160893693,10777,535368,-0.000017,0.000017,0
1041,7928," largest",160921255,10778,535368,-0.000033,0.000033,0
1042,26155," fleet",160949721,10779,535364,-0.000054,0.000054,0
1043,3596," ever",160977914,10780,535364,-0.000122,0.000122,0
1044,5918," built",161009112,10781,535364,-0.000404,0.000404,0
1045,520," at",161037303,10782,535348,-0.000033,0.000033,0
1046,430," that",161065819,10783,535348,-0.000040,0.000040,0
1047,892," time",161092047,10784,535348,-0.000010,0.000010,0
1048,13,".",161118311,10785,535348,-0.030559,0.030559,0
1049,578," The",161144788,10786,535348,-0.000690,0.000690,0
1050,2955," design",161171172,10787,535348,-0.000520,0.000520,0
1051,315," of",161197265,10788,535348,-0.000144,0.000144,0
1052,279," the",161223587,10789,535348,-0.000013,0.000013,0
1053,25572," battles",161250639,10790,535348,-0.000287,0.000287,0
1054,34322,"hips",161277967,10791,535348,-0.001724,0.001724,0
1055,574," was",161304611,10792,535348,-0.000309,0.000309,0
1056,28160," influenced",161332704,10793,535348,-0.000133,0.000133,0
1057,555," by",161359489,10794,535348,-0.000032,0.000032,0
1058,279," the",161386846,10795,535348,-0.000014,0.000014,0
1059,11002," Japanese",161413543,10796,535348,-0.000075,0.000075,0
1060,19574," Navy",161445361,10797,535396,-0.000136,0.000136,0
1061,596,"'s",161472979,10798,535396,-0.000294,0.000294,0
1062,12876," desire",161499728,10799,535396,-0.000150,0.000150,0
1063,311," to",161526142,10800,535396,-0.000069,0.000069,0
1064,10519," maintain",161552980,10801,535396,-0.000154,0.000154,0
1065,264," a",161579946,10802,535396,-0.000037,0.000037,0
1066,26155," fleet",161607812,10803,535396,-0.000024,0.000024,0
1067,449," with",161635851,10804,535396,-0.000056,0.000056,0
1068,520," at",161662720,10805,535396,-0.000092,0.000092,0
1069,3325," least",161690785,10806,535396,-0.000016,0.000016,0
1070,220," ",161726680,10807,535396,-0.000005,0.000005,0
1071,2031,"70",161758351,10808,535396,-0.000113,0.000113,0
1072,1034," %",161786048,10809,535396,-0.002180,0.002180,0
1073,439," as",161818192,10810,535396,-0.000023,0.000023,0
1074,1690," many",161850167,10811,535464,-0.000045,0.000045,0
1075,6864," capital",161881657,10812,535464,-0.000018,0.000018,0
1076,18198," ships",161912949,10813,535464,-0.000268,0.000268,0
1077,439," as",161942227,10814,535464,-0.000024,0.000024,0
1078,279," the",161975148,10815,535464,-0.000007,0.000007,0
1079,2326," US",162001373,10816,535464,-0.000028,0.000028,0
1080,19574," Navy",162027463,10817,535464,-0.000276,0.000276,0
1081,13,".",162053785,10818,535432,-0.007243,0.007243,0
1082,578," The",162080525,10819,535464,-0.000408,0.000408,0
1083,358," I",162106747,10820,535464,-0.002552,0.002552,0
1084,41,"J",162132903,10821,535464,-0.000208,0.000208,0
1085,45,"N",162159205,10822,535464,-0.000865,0.000865,0
1086,364," '",162186887,10823,535464,-0.000616,0.000616,0
1087,82,"s",162214769,10824,535464,-0.000009,0.000009,0
1088,26155," fleet",162241567,10825,535464,-0.000120,0.000120,0
1089,574," was",162273447,10826,535464,-0.000228,0.000228,0
1090,6319," designed",162301069,10827,535464,-0.000128,0.000128,0
1091,311," to",162327903,10828,535464,-0.000068,0.000068,0
1092,387," be",162354724,10829,535464,-0.000019,0.000019,0
1093,13171," capable",162381723,10830,535464,-0.000634,0.000634,0
1094,315," of",162413507,10831,535464,-0.000029,0.000029,0
1095,11039," fighting",162445671,10832,535464,-0.000019,0.000019,0
1096,264," a",162472918,10833,535464,-0.000121,0.000121,0
1097,1403," two",162499661,10834,535464,-0.000029,0.000029,0
1098,12,"-",162527081,10835,535464,-0.000013,0.000013,0
1099,5383,"ship",162554915,10836,535464,-0.004418,0.004418,0
1100,8209," battle",162583344,10837,535464,-0.000130,0.000130,0
1101,304," in",162611245,10838,535552,-0.000019,0.000019,0
1102,11002," Japanese",162638078,10839,535464,-0.000062,0.000062,0
1103,21160," waters",162677540,10840,535464,-0.000096,0.000096,0
1104,323," and",162709549,10841,535464,-0.000050,0.000050,0
1105,1053," would",162736608,10842,535464,-0.000395,0.000395,0
1106,617," have",162763707,10843,535464,-0.000110,0.000110,0
1107,1027," been",162787860,10844,535464,-0.000023,0.000023,0
1108,279," the",162811154,10845,535464,-0.000019,0.000019,0
1109,7928," largest",162838936,10846,535464,-0.000035,0.000035,0
1110,26155," fleet",162861345,10847,535464,-0.000063,0.000063,0
1111,3596," ever",162886907,10848,535464,-0.000183,0.000183,0
1112,5918," built",162913300,10849,535464,-0.000454,0.000454,0
1113,520," at",162939795,10850,535464,-0.000043,0.000043,0
1114,430," that",162966305,10851,535464,-0.000061,0.000061,0
1115,892," time",162993111,10852,535464,-0.000010,0.000010,0
1116,13,".",163019566,10853,535464,-0.016230,0.016230,0
1117,578," The",163046091,10854,535464,-0.000413,0.000413,0
1118,2955," design",163073491,10855,535464,-0.000417,0.000417,0
1119,315," of",163100554,10856,535464,-0.000127,0.000127,0
1120,279," the",163127825,10857,535464,-0.000013,0.000013,0
1121,25572," battles",163159480,10858,535464,-0.000283,0.000283,0
1122,34322,"hips",163187025,10859,535464,-0.001487,0.001487,0
1123,574," was",163213968,10860,535464,-0.000328,0.000328,0
1124,28160," influenced",163241453,10861,535464,-0.000157,0.000157,0
1125,555," by",163278256,10862,535464,-0.000035,0.000035,0
1126,279," the",163309801,10863,535464,-0.000013,0.000013,0
1127,11002," Japanese",163342086,10864,535464,-0.000075,0.000075,0
1128,19574," Navy",163374367,10865,535464,-0.000118,0.000118,0
1129,596,"'s",163406477,10866,535464,-0.000291,0.000291,0
1130,12876," desire",163438070,10867,535464,-0.000217,0.000217,0
1131,311," to",163469506,10868,535464,-0.000068,0.000068,0
1132,10519," maintain",163502125,10869,535464,-0.000170,0.000170,0
1133,264," a",163533867,10870,535464,-0.000042,0.000042,0
1134,26155," fleet",163561507,10871,535464,-0.000024,0.000024,0
1135,449," with",163590007,10872,535464,-0.000065,0.000065,0
1136,520," at",163617570,10873,535464,-0.000080,0.000080,0
1137,3325," least",163646695,10874,535464,-0.000021,0.000021,0
1138,220," ",163674192,10875,535464,-0.000002,0.000002,0
1139,2031,"70",163705939,10876,535464,-0.000111,0.000111,0
1140,1034," %",163733763,10877,535464,-0.002562,0.002562,0
1141,439," as",163760986,10878,535464,-0.000028,0.000028,0
1142,1690," many",163789058,10879,535464,-0.000063,0.000063,0
1143,6864," capital",163816988,10880,535464,-0.000026,0.000026,0
1144,18198," ships",163844442,10881,535464,-0.000325,0.000325,0
1145,439," as",163875505,10882,535464,-0.000036,0.000036,0
1146,279," the",163904112,10883,535464,-0.000010,0.000010,0
1147,2326," US",163931700,10884,535464,-0.000043,0.000043,0
1148,19574," Navy",163960377,10885,535364,-0.000369,0.000369,0
1149,13,".",163997870,10886,535336,-0.006660,0.006660,0
1150,578," The",164034114,10887,535336,-0.000462,0.000462,0
1151,358," I",164061584,10888,535336,-0.001207,0.001207,0
1152,41,"J",164090800,10889,535336,-0.000255,0.000255,0
1153,45,"N",164117867,10890,535364,-0.001035,0.001035,0
1154,364," '",164149374,10891,535364,-0.000613,0.000613,0
1155,82,"s",164177009,10892,535364,-0.000008,0.000008,0
1156,26155," fleet",164205179,10893,535364,-0.000147,0.000147,0
1157,574," was",164232626,10894,535364,-0.000261,0.000261,0
1158,6319," designed",164260544,10895,535364,-0.000153,0.000153,0
1159,311," to",164287818,10896,535364,-0.000077,0.000077,0
1160,387," be",164315311,10897,535364,-0.000026,0.000026,0
1161,13171," capable",164342905,10898,535364,-0.000790,0.000790,0
1162,315," of",164381944,10899,535440,-0.000038,0.000038,0
1163,11039," fighting",164413115,10900,535464,-0.000023,0.000023,0
1164,264," a",164443998,10901,535344,-0.000190,0.000190,0
1165,1403," two",164471466,10902,535344,-0.000037,0.000037,0
1166,12,"-",164498350,10903,535344,-0.000018,0.000018,0
1167,5383,"ship",164526130,10904,535344,-0.009692,0.009692,0
1168,8209," battle",164555811,10905,535464,-0.000144,0.000144,0
1169,304," in",164586267,10906,535464,-0.000034,0.000034,0
1170,11002," Japanese",164613488,10907,535464,-0.000073,0.000073,0
1171,21160," waters",164640896,10908,535464,-0.000120,0.000120,0
1172,323," and",164667371,10909,535464,-0.000061,0.000061,0
1173,1053," would",164694007,10910,535464,-0.000455,0.000455,0
1174,617," have",164720994,10911,535464,-0.000171,0.000171,0
1175,1027," been",164757156,10912,535464,-0.000037,0.000037,0
1176,279," the",164788623,10913,535464,-0.000041,0.000041,0
1177,7928," largest",164820700,10914,535464,-0.000047,0.000047,0
1178,26155," fleet",164851285,10915,535464,-0.000085,0.000085,0
1179,3596," ever",164882818,10916,535464,-0.000269,0.000269,0
1180,5918," built",164913181,10917,535464,-0.000509,0.000509,0
1181,520," at",164944209,10918,535464,-0.000037,0.000037,0
1182,430," that",164978290,10919,535464,-0.000088,0.000088,0
1183,892," time",165015392,10920,535464,-0.000015,0.000015,0
1184,13,".",165058624,10921,535464,-0.009092,0.009092,0
1185,578," The",165099132,10922,535464,-0.000433,0.000433,0
1186,2955," design",165141425,10923,535424,-0.000430,0.000430,0
1187,315," of",165181259,10924,535424,-0.000131,0.000131,0
1188,279," the",165222178,10925,535424,-0.000019,0.000019,0
1189,25572," battles",165264751,10926,535424,-0.000371,0.000371,0
1190,34322,"hips",165301357,10927,535424,-0.001577,0.001577,0
1191,574," was",165337983,10928,535344,-0.000329,0.000329,0
1192,28160," influenced",165374819,10929,535464,-0.000188,0.000188,0
1193,555," by",165410730,10930,535464,-0.000052,0.000052,0
1194,279," the",165450022,10931,535464,-0.000015,0.000015,0
1195,11002," Japanese",165487099,10932,535464,-0.000093,0.000093,0
1196,19574," Navy",165524073,10933,535464,-0.000131,0.000131,0
1197,596,"'s",165561135,10934,535464,-0.000300,0.000300,0
1198,12876," desire",165602283,10935,535464,-0.000216,0.000216,0
1199,311," to",165636320,10936,535464,-0.000071,0.000071,0
1200,10519," maintain",165672783,10937,535464,-0.000207,0.000207,0
1201,264," a",165703785,10938,535464,-0.000055,0.000055,0
1202,26155," fleet",165738386,10939,535464,-0.000028,0.000028,0
1203,449," with",165774140,10940,535464,-0.000093,0.000093,0
1204,520," at",165810368,10941,535464,-0.000082,0.000082,0
1205,3325," least",165847571,10942,535464,-0.000023,0.000023,0
1206,220," ",165885724,10943,535464,-0.000009,0.000009,0
1207,2031,"70",165928244,10944,535464,-0.000153,0.000153,0
1208,1034," %",165969201,10945,535464,-0.002648,0.002648,0
1209,439," as",166010267,10946,535464,-0.000035,0.000035,0
1210,1690," many",166053179,10947,535464,-0.000085,0.000085,0
1211,6864," capital",166092936,10948,535464,-0.000035,0.000035,0
1212,18198," ships",166136111,10949,535464,-0.000376,0.000376,0
1213,439," as",166177776,10950,535464,-0.000055,0.000055,0
1214,279," the",166214968,10951,535464,-0.000012,0.000012,0
1215,2326," US",166252632,10952,535464,-0.000056,0.000056,0
1216,19574," Navy",166289705,10953,535464,-0.000416,0.000416,0
1217,13,".",166327011,10954,535464,-0.007816,0.007816,0
1218,578," The",166365111,10955,535464,-0.000622,0.000622,0
1219,358," I",166403955,10956,535464,-0.000813,0.000813,0
1220,41,"J",166442085,10957,535464,-0.000259,0.000259,0
1221,45,"N",166480496,10958,535464,-0.001313,0.001313,0
1222,364," '",166523710,10959,535464,-0.000632,0.000632,0
1223,82,"s",166565779,10960,535464,-0.000008,0.000008,0
1224,26155," fleet",166609726,10961,535464,-0.000171,0.000171,0
1225,574," was",166654838,10962,535464,-0.000218,0.000218,0
1226,6319," designed",166695150,10963,535464,-0.000182,0.000182,0
1227,311," to",166735610,10964,535464,-0.000090,0.000090,0
1228,387," be",166773561,10965,535464,-0.000032,0.000032,0
1229,13171," capable",166811528,10966,535464,-0.000940,0.000940,0
1230,315," of",166849061,10967,535464,-0.000059,0.000059,0
1231,11039," fighting",166888538,10968,535464,-0.000028,0.000028,0
1232,264," a",166926685,10969,535464,-0.000244,0.000244,0
1233,1403," two",166964706,10970,535464,-0.000057,0.000057,0
1234,12,"-",167003580,10971,535464,-0.000024,0.000024,0
1235,5383,"ship",167041397,10972,535464,-0.005721,0.005721,0
1236,8209," battle",167078946,10973,535464,-0.000168,0.000168,0
1237,304," in",167116819,10974,535464,-0.000045,0.000045,0
1238,11002," Japanese",167155699,10975,535464,-0.000091,0.000091,0
1239,21160," waters",167192619,10976,535464,-0.000131,0.000131,0
1240,323," and",167229334,10977,535464,-0.000078,0.000078,0
1241,1053," would",167267053,10978,535464,-0.000646,0.000646,0
1242,617," have",167304327,10979,535464,-0.000209,0.000209,0
1243,1027," been",167341651,10980,535464,-0.000046,0.000046,0
1244,279," the",167379808,10981,535464,-0.000044,0.000044,0
1245,7928," largest",167421805,10982,535464,-0.000053,0.000053,0
1246,26155," fleet",167461752,10983,535464,-0.000101,0.000101,0
1247,3596," ever",167502158,10984,535464,-0.000316,0.000316,0
1248,5918," built",167541921,10985,535464,-0.000581,0.000581,0
1249,520," at",167581976,10986,535464,-0.000043,0.000043,0
1250,430," that",167620662,10987,535464,-0.000113,0.000113,0
1251,892," time",167659790,10988,535464,-0.000018,0.000018,0
1252,13,".",167698066,10989,535464,-0.010623,0.010623,0
1253,578," The",167736356,10990,535464,-0.000380,0.000380,0
1254,2955," design",167776004,10991,535464,-0.000404,0.000404,0
1255,315," of",167816982,10992,535464,-0.000136,0.000136,0
1256,279," the",167857835,10993,535464,-0.000024,0.000024,0
1257,25572," battles",167900647,10994,535464,-0.000384,0.000384,0
1258,34322,"hips",167940125,10995,535464,-0.001437,0.001437,0
1259,574," was",167979835,10996,535464,-0.000359,0.000359,0
1260,28160," influenced",168019805,10997,535464,-0.000214,0.000214,0
1261,555," by",168060205,10998,535460,-0.000059,0.000059,0
1262,279," the",168099641,10999,535460,-0.000015,0.000015,0
1263,11002," Japanese",168137212,11000,535460,-0.000141,0.000141,0
1264,19574," Navy",168175111,11001,535460,-0.000123,0.000123,0
1265,596,"'s",168212643,11002,535460,-0.000292,0.000292,0
1266,12876," desire",168250504,11003,535460,-0.000238,0.000238,0
1267,311," to",168289687,11004,535460,-0.000044,0.000044,0
1268,10519," maintain",168331484,11005,535460,-0.000209,0.000209,0
1269,264," a",168373850,11006,535464,-0.000058,0.000058,0
1270,26155," fleet",168418588,11007,535464,-0.000028,0.000028,0
1271,449," with",168462863,11008,535464,-0.000100,0.000100,0
1272,520," at",168504510,11009,535464,-0.000068,0.000068,0
1273,3325," least",168546599,11010,535464,-0.000027,0.000027,0
1274,220," ",168589066,11011,535424,-0.000005,0.000005,0
1275,2031,"70",168628299,11012,535424,-0.000158,0.000158,0
1276,1034," %",168668728,11013,535424,-0.003234,0.003234,0
1277,439," as",168713819,11014,535424,-0.000036,0.000036,0
1278,1690," many",168754404,11015,535464,-0.000093,0.000093,0
1279,6864," capital",168793762,11016,535464,-0.000036,0.000036,0
1280,18198," ships",168829928,11017,535464,-0.000356,0.000356,0
1281,439," as",168865106,11018,535464,-0.000062,0.000062,0
1282,279," the",168901798,11019,535464,-0.000014,0.000014,0
1283,2326," US",168934913,11020,535340,-0.000062,0.000062,0
1284,19574," Navy",168968365,11021,535340,-0.000460,0.000460,0
1285,13,".",169001230,11022,535340,-0.009687,0.009687,0
1286,578," The",169031272,11023,535340,-0.000603,0.000603,0
1287,358," I",169061640,11024,535340,-0.001101,0.001101,0
1288,41,"J",169091533,11025,535340,-0.000285,0.000285,0
1289,45,"N",169124452,11026,535340,-0.001360,0.001360,0
1290,364," '",169163903,11027,535344,-0.000645,0.000645,0
1291,82,"s",169202957,11028,535464,-0.000009,0.000009,0
1292,26155," fleet",169239788,11029,535464,-0.000177,0.000177,0
1293,574," was",169279080,11030,535464,-0.000270,0.000270,0
1294,6319," designed",169317995,11031,535464,-0.000196,0.000196,0
1295,311," to",169358077,11032,535464,-0.000047,0.000047,0
1296,387," be",169398335,11033,535464,-0.000035,0.000035,0
1297,13171," capable",169437697,11034,535464,-0.000891,0.000891,0
1298,315," of",169477679,11035,535464,-0.000074,0.000074,0
1299,11039," fighting",169519509,11036,535464,-0.000029,0.000029,0
1300,264," a",169559590,11037,535464,-0.000253,0.000253,0
1301,1403," two",169596654,11038,535464,-0.000058,0.000058,0
1302,12,"-",169634248,11039,535464,-0.000026,0.000026,0
1303,5383,"ship",169674015,11040,535464,-0.006361,0.006361,0
1304,8209," battle",169713556,11041,535464,-0.000165,0.000165,0
1305,304," in",169754050,11042,535464,-0.000044,0.000044,0
1306,11002," Japanese",169798031,11043,535464,-0.000101,0.000101,0
1307,21160," waters",169845575,11044,535464,-0.000138,0.000138,0
1308,323," and",169885844,11045,535464,-0.000080,0.000080,0
1309,1053," would",169926810,11046,535464,-0.000685,0.000685,0
1310,617," have",169971003,11047,535464,-0.000216,0.000216,0
1311,1027," been",170014310,11048,535464,-0.000050,0.000050,0
1312,279," the",170054261,11049,535464,-0.000033,0.000033,0
1313,7928," largest",170092385,11050,535464,-0.000054,0.000054,0
1314,26155," fleet",170130948,11051,535464,-0.000104,0.000104,0
1315,3596," ever",170169931,11052,535464,-0.000326,0.000326,0
1316,5918," built",170213371,11053,535464,-0.000613,0.000613,0
1317,520," at",170252063,11054,535464,-0.000066,0.000066,0
1318,430," that",170291080,11055,535464,-0.000128,0.000128,0
1319,892," time",170331777,11056,535464,-0.000023,0.000023,0
1320,13,".",170372298,11057,535464,-0.011613,0.011613,0
1321,578," The",170412646,11058,535464,-0.000399,0.000399,0
1322,2955," design",170451575,11059,535464,-0.000522,0.000522,0
1323,315," of",170489712,11060,535464,-0.000163,0.000163,0
1324,279," the",170529807,11061,535464,-0.000028,0.000028,0
1325,25572," battles",170569693,11062,535464,-0.000382,0.000382,0
1326,34322,"hips",170609471,11063,535464,-0.001354,0.001354,0
1327,574," was",170647189,11064,535464,-0.000369,0.000369,0
1328,28160," influenced",170685781,11065,535464,-0.000226,0.000226,0
1329,555," by",170723914,11066,535464,-0.000062,0.000062,0
1330,279," the",170762031,11067,535464,-0.000016,0.000016,0
1331,11002," Japanese",170800431,11068,535464,-0.000123,0.000123,0
1332,19574," Navy",170839386,11069,535464,-0.000125,0.000125,0
1333,596,"'s",170877794,11070,535464,-0.000310,0.000310,0
1334,12876," desire",170916178,11071,535464,-0.000237,0.000237,0
1335,311," to",170954606,11072,535464,-0.000056,0.000056,0
1336,10519," maintain",170995092,11073,535464,-0.000233,0.000233,0
1337,264," a",171035520,11074,535464,-0.000068,0.000068,0
1338,26155," fleet",171076422,11075,535464,-0.000031,0.000031,0
1339,449," with",171121696,11076,535464,-0.000102,0.000102,0
1340,520," at",171159908,11077,535464,-0.000089,0.000089,0
1341,3325," least",171198050,11078,535464,-0.000031,0.000031,0
1342,220," ",171240765,11079,535464,-0.000011,0.000011,0
1343,2031,"70",171285277,11080,535464,-0.000187,0.000187,0
1344,1034," %",171327091,11081,535464,-0.003393,0.003393,0
1345,439," as",171366794,11082,535464,-0.000047,0.000047,0
1346,1690," many",171404807,11083,535464,-0.000102,0.000102,0
1347,6864," capital",171442689,11084,535464,-0.000037,0.000037,0
1348,18198," ships",171480427,11085,535464,-0.000407,0.000407,0
1349,439," as",171518744,11086,535464,-0.000059,0.000059,0
